id,disabled_on,segment,level,lft,parent_id,rght,tree_id,sector_cluster_id
e331b3d4-5329-e511-b6bc-e4115bead28a,,Offshore,2,15,a4959812-6095-e211-a939-e4115bead28a,16,40,c79ec2c9-9b31-45a0-9d32-b5cc284dc8d1
034be3be-5329-e511-b6bc-e4115bead28a,,Onshore,2,17,a4959812-6095-e211-a939-e4115bead28a,18,40,c79ec2c9-9b31-45a0-9d32-b5cc284dc8d1
906f43f9-267e-e511-a84e-e4115bead28a,,Cyber Security,1,2,a438cecc-5f95-e211-a939-e4115bead28a,3,42,531d3510-3f42-41fd-86b5-fa686fdfe33f
a9959812-6095-e211-a939-e4115bead28a,,Biometrics,1,2,ab22c9d2-5f95-e211-a939-e4115bead28a,3,43,531d3510-3f42-41fd-86b5-fa686fdfe33f
ab959812-6095-e211-a939-e4115bead28a,,E-Procurement,1,4,ab22c9d2-5f95-e211-a939-e4115bead28a,5,43,531d3510-3f42-41fd-86b5-fa686fdfe33f
a6959812-6095-e211-a939-e4115bead28a,,Financial Applications,1,6,ab22c9d2-5f95-e211-a939-e4115bead28a,7,43,7be7a38f-1a77-44bf-abee-3049ba50a6a8
a7959812-6095-e211-a939-e4115bead28a,,Healthcare Applications,1,8,ab22c9d2-5f95-e211-a939-e4115bead28a,9,43,531d3510-3f42-41fd-86b5-fa686fdfe33f
a5959812-6095-e211-a939-e4115bead28a,,Industry Applications,1,10,ab22c9d2-5f95-e211-a939-e4115bead28a,11,43,531d3510-3f42-41fd-86b5-fa686fdfe33f
aa959812-6095-e211-a939-e4115bead28a,,Online Retailing,1,12,ab22c9d2-5f95-e211-a939-e4115bead28a,13,43,531d3510-3f42-41fd-86b5-fa686fdfe33f
a8959812-6095-e211-a939-e4115bead28a,,Security Related Software,1,14,ab22c9d2-5f95-e211-a939-e4115bead28a,15,43,531d3510-3f42-41fd-86b5-fa686fdfe33f
ac959812-6095-e211-a939-e4115bead28a,,Support Services,1,16,ab22c9d2-5f95-e211-a939-e4115bead28a,21,43,531d3510-3f42-41fd-86b5-fa686fdfe33f
ad959812-6095-e211-a939-e4115bead28a,,Equipment Maintenance and Repair,2,17,ac959812-6095-e211-a939-e4115bead28a,18,43,531d3510-3f42-41fd-86b5-fa686fdfe33f
ae959812-6095-e211-a939-e4115bead28a,,Internet Service Providers,2,19,ac959812-6095-e211-a939-e4115bead28a,20,43,531d3510-3f42-41fd-86b5-fa686fdfe33f
