id,segment,sector_cluster_id,parent_id,path
1c0c49b2-9bf3-4ba1-b2cf-abe9bedfb1ef,Buildings,0804745e-80b6-4bd1-8101-30e7a431623e,fec265f1-d1cd-484b-b62b-3341917affa1,"Agriculture, horticulture, fisheries and pets : Infrastructure : Buildings"
c517e919-24d5-4e93-b07d-e472f5051357,On-farm and cold chain storage and transport,0804745e-80b6-4bd1-8101-30e7a431623e,fec265f1-d1cd-484b-b62b-3341917affa1,"Agriculture, horticulture, fisheries and pets : Infrastructure : On-farm and cold chain storage and transport"
aa91315b-66a5-4fc8-9ce6-84e4cb7d6968,"Water storage, management and distribution",0804745e-80b6-4bd1-8101-30e7a431623e,fec265f1-d1cd-484b-b62b-3341917affa1,"Agriculture, horticulture, fisheries and pets : Infrastructure : Water storage, management and distribution"
20f3dc65-2e4f-4375-baf1-05f4bc5da690,Breeding stock and genetics,0804745e-80b6-4bd1-8101-30e7a431623e,6c535406-6095-e211-a939-e4115bead28a,"Agriculture, horticulture, fisheries and pets : Livestock, pets and horses : Breeding stock and genetics"
3866fc32-23fc-4c9e-ad11-82176d8232ad,"Health, welfare and veterinary services",0804745e-80b6-4bd1-8101-30e7a431623e,6c535406-6095-e211-a939-e4115bead28a,"Agriculture, horticulture, fisheries and pets : Livestock, pets and horses : Health, welfare and veterinary services"
d2b66b13-9e36-4696-bf13-ec03aa9f7952,Livestock feed and nutrition,0804745e-80b6-4bd1-8101-30e7a431623e,6c535406-6095-e211-a939-e4115bead28a,"Agriculture, horticulture, fisheries and pets : Livestock, pets and horses : Livestock feed and nutrition"
1038e9ca-33e9-49a6-a866-341c4cd04c77,Tagging and traceability,0804745e-80b6-4bd1-8101-30e7a431623e,6c535406-6095-e211-a939-e4115bead28a,"Agriculture, horticulture, fisheries and pets : Livestock, pets and horses : Tagging and traceability"
a0d834a3-6cbe-448d-915e-4158cf480d1d,"Accessories, bags and luggage",ed3671b5-d194-4ee3-9bbf-a04773711dd9,9c38cecc-5f95-e211-a939-e4115bead28a,"Consumer and retail : Clothing, footwear and fashion : Accessories, bags and luggage"
55b55803-289d-4fc0-bc8b-fb9e51bb1ff9,Children's apparel,ed3671b5-d194-4ee3-9bbf-a04773711dd9,9c38cecc-5f95-e211-a939-e4115bead28a,"Consumer and retail : Clothing, footwear and fashion : Children's apparel"
62b2226e-65a5-45bc-93ab-c65f39e6eb39,Children's footwear,ed3671b5-d194-4ee3-9bbf-a04773711dd9,9c38cecc-5f95-e211-a939-e4115bead28a,"Consumer and retail : Clothing, footwear and fashion : Children's footwear"
333d3599-8606-42ae-987c-50b3fd3d250c,Men's apparel,ed3671b5-d194-4ee3-9bbf-a04773711dd9,9c38cecc-5f95-e211-a939-e4115bead28a,"Consumer and retail : Clothing, footwear and fashion : Men's apparel"
0c08e49e-2196-4592-b61d-433626630c24,Men's footwear,ed3671b5-d194-4ee3-9bbf-a04773711dd9,9c38cecc-5f95-e211-a939-e4115bead28a,"Consumer and retail : Clothing, footwear and fashion : Men's footwear"
3b50c609-5cfc-4c86-a399-8f68b5f720f3,Sports and leisurewear,ed3671b5-d194-4ee3-9bbf-a04773711dd9,9c38cecc-5f95-e211-a939-e4115bead28a,"Consumer and retail : Clothing, footwear and fashion : Sports and leisurewear"
5aec4d59-5497-485c-857c-3fe17dcc7626,Women's apparel,ed3671b5-d194-4ee3-9bbf-a04773711dd9,9c38cecc-5f95-e211-a939-e4115bead28a,"Consumer and retail : Clothing, footwear and fashion : Women's apparel"
f33073db-9cb9-4445-95b7-7c2d7e7a3012,Women's footwear,ed3671b5-d194-4ee3-9bbf-a04773711dd9,9c38cecc-5f95-e211-a939-e4115bead28a,"Consumer and retail : Clothing, footwear and fashion : Women's footwear"
5c135281-03b4-43b0-a89a-cf42b61113bc,Cosmetics and beauty,ed3671b5-d194-4ee3-9bbf-a04773711dd9,355f977b-8ac3-e211-a646-e4115bead28a,Consumer and retail : Cosmetics and beauty
b4c79eb1-a92b-4547-a058-2b6701280147,Electronic consumer products,ed3671b5-d194-4ee3-9bbf-a04773711dd9,355f977b-8ac3-e211-a646-e4115bead28a,Consumer and retail : Electronic consumer products
28796baf-3fdb-4f8c-8930-7703ee03e3f9,Furniture and furnishings,ed3671b5-d194-4ee3-9bbf-a04773711dd9,355f977b-8ac3-e211-a646-e4115bead28a,Consumer and retail : Furniture and furnishings
c98a2a2b-5528-48fe-9a13-7169eb7aa291,Giftware,ed3671b5-d194-4ee3-9bbf-a04773711dd9,355f977b-8ac3-e211-a646-e4115bead28a,Consumer and retail : Giftware
814c5881-3ec8-44fe-ad56-f4a42902b9c0,Casual dining,ed3671b5-d194-4ee3-9bbf-a04773711dd9,a938cecc-5f95-e211-a939-e4115bead28a,Consumer and retail : Leisure and tourism : Casual dining
8b26fdc8-7c63-4192-95ce-517373155518,Hotels and hospitality,ed3671b5-d194-4ee3-9bbf-a04773711dd9,a938cecc-5f95-e211-a939-e4115bead28a,Consumer and retail : Leisure and tourism : Hotels and hospitality
9d1fba57-b1db-47c6-b01c-5ff5f8e2dcda,Travel,ed3671b5-d194-4ee3-9bbf-a04773711dd9,a938cecc-5f95-e211-a939-e4115bead28a,Consumer and retail : Leisure and tourism : Travel
5ac974d6-6eb5-4f43-ac39-0b2d21e2067e,Luxury,ed3671b5-d194-4ee3-9bbf-a04773711dd9,355f977b-8ac3-e211-a646-e4115bead28a,Consumer and retail : Luxury
0320f0dd-7f58-4174-8b81-9fbb7b5d0610,Supermarkets,ed3671b5-d194-4ee3-9bbf-a04773711dd9,355f977b-8ac3-e211-a646-e4115bead28a,Consumer and retail : Supermarkets
0b1f6c9b-7aff-4c35-8d57-9bce5aa10ad1,Tableware,ed3671b5-d194-4ee3-9bbf-a04773711dd9,355f977b-8ac3-e211-a646-e4115bead28a,Consumer and retail : Tableware
aac29b12-0adb-4584-85e2-69a8ffddd6a0,Industrial design,ed3671b5-d194-4ee3-9bbf-a04773711dd9,669c37e5-5f95-e211-a939-e4115bead28a,Creative industries : Design : Industrial design
8d5bc6e1-c6e8-4865-b676-aa65a47d48a5,Interior design,ed3671b5-d194-4ee3-9bbf-a04773711dd9,669c37e5-5f95-e211-a939-e4115bead28a,Creative industries : Design : Interior design
4ac6d806-2b6b-4df3-8744-f0d9144449b3,Art,ed3671b5-d194-4ee3-9bbf-a04773711dd9,e6a038eb-5f95-e211-a939-e4115bead28a,Creative industries : Experience economy : Art
0ec5ce9d-2ead-492c-a274-bdf5d88397ac,Attractions,ed3671b5-d194-4ee3-9bbf-a04773711dd9,e6a038eb-5f95-e211-a939-e4115bead28a,Creative industries : Experience economy : Attractions
a772ea53-8f11-407a-8fb9-eb5814d75f56,Museums,ed3671b5-d194-4ee3-9bbf-a04773711dd9,e6a038eb-5f95-e211-a939-e4115bead28a,Creative industries : Experience economy : Museums
53810642-1869-41b5-9c22-31c39defc995,Broadcasting,ed3671b5-d194-4ee3-9bbf-a04773711dd9,eba038eb-5f95-e211-a939-e4115bead28a,Creative industries : Film and tv : Broadcasting
f08805f5-b98f-4463-8b74-49cfa6d21e9a,Post production,ed3671b5-d194-4ee3-9bbf-a04773711dd9,eba038eb-5f95-e211-a939-e4115bead28a,Creative industries : Film and tv : Post production
5bce4004-0354-457c-b483-9ed0426dc5c2,Production and finance,ed3671b5-d194-4ee3-9bbf-a04773711dd9,eba038eb-5f95-e211-a939-e4115bead28a,Creative industries : Film and tv : Production and finance
35325a9d-fa91-48db-836a-00690a310b94,Development,ed3671b5-d194-4ee3-9bbf-a04773711dd9,eaa038eb-5f95-e211-a939-e4115bead28a,Creative industries : Games : Development
6b316279-4e59-4b82-9853-9c0ef8bfefdf,Esports,ed3671b5-d194-4ee3-9bbf-a04773711dd9,eaa038eb-5f95-e211-a939-e4115bead28a,Creative industries : Games : Esports
49864fa6-83f6-4b1f-9fd1-90458f369d86,Publishing,ed3671b5-d194-4ee3-9bbf-a04773711dd9,eaa038eb-5f95-e211-a939-e4115bead28a,Creative industries : Games : Publishing
e8595562-9203-4430-8883-34444662e1aa,Immersive technology,ed3671b5-d194-4ee3-9bbf-a04773711dd9,9f38cecc-5f95-e211-a939-e4115bead28a,Creative industries : Immersive technology
0167d41a-a14f-4b12-bdb5-4b9bb54398a5,Media services,ed3671b5-d194-4ee3-9bbf-a04773711dd9,9f38cecc-5f95-e211-a939-e4115bead28a,Creative industries : Media services
d65a34b3-7288-48f5-a55d-47590566ddc1,Distribution,ed3671b5-d194-4ee3-9bbf-a04773711dd9,e9a038eb-5f95-e211-a939-e4115bead28a,Creative industries : Music : Distribution
5d20c310-ec3c-40b6-81c0-92d1e061a585,Live performances,ed3671b5-d194-4ee3-9bbf-a04773711dd9,e9a038eb-5f95-e211-a939-e4115bead28a,Creative industries : Music : Live performances
0b0c5623-e885-4f87-80f2-01cc645ea403,Management,ed3671b5-d194-4ee3-9bbf-a04773711dd9,e9a038eb-5f95-e211-a939-e4115bead28a,Creative industries : Music : Management
0c05ac7f-d805-4d44-9754-246eee9e5091,Publishing,ed3671b5-d194-4ee3-9bbf-a04773711dd9,e9a038eb-5f95-e211-a939-e4115bead28a,Creative industries : Music : Publishing
68ea0839-adee-4040-8aae-16980ab56b4c,Recorded music,ed3671b5-d194-4ee3-9bbf-a04773711dd9,e9a038eb-5f95-e211-a939-e4115bead28a,Creative industries : Music : Recorded music
4b73c03d-8c66-42a6-814f-518a12418c6c,"Curriculum, qualifications, assessment, inspection and quality assurance",ed3671b5-d194-4ee3-9bbf-a04773711dd9,a038cecc-5f95-e211-a939-e4115bead28a,"Education and training : Curriculum, qualifications, assessment, inspection and quality assurance"
d75e7235-404f-4bb6-9e51-169b2c7bdb0b,Early years,ed3671b5-d194-4ee3-9bbf-a04773711dd9,a038cecc-5f95-e211-a939-e4115bead28a,Education and training : Early years
fe5fd3f2-27ec-4966-91df-ae752523f8f5,Educational technology,ed3671b5-d194-4ee3-9bbf-a04773711dd9,a038cecc-5f95-e211-a939-e4115bead28a,Education and training : Educational technology
2597f8a4-6588-4d76-8132-b75f1770cfc9,English language training,ed3671b5-d194-4ee3-9bbf-a04773711dd9,a038cecc-5f95-e211-a939-e4115bead28a,Education and training : English language training
5f01b0f3-6e1b-4876-ba07-1ba768f7a412,Higher education,ed3671b5-d194-4ee3-9bbf-a04773711dd9,a038cecc-5f95-e211-a939-e4115bead28a,Education and training : Higher education
bfbf017d-215c-4ce9-9ed9-e9d8abec90a6,"Curriculum, qualifications, assessment, inspection and quality assurance",ed3671b5-d194-4ee3-9bbf-a04773711dd9,5f01b0f3-6e1b-4876-ba07-1ba768f7a412,"Education and training : Higher education : Curriculum, qualifications, assessment, inspection and quality assurance"
95bd85cf-431f-4b31-aa24-7cd2e107df3c,Professional,ed3671b5-d194-4ee3-9bbf-a04773711dd9,5f01b0f3-6e1b-4876-ba07-1ba768f7a412,Education and training : Higher education : Professional
b6da3dff-b04c-425a-9cea-b4e899e8c498,Teacher training,ed3671b5-d194-4ee3-9bbf-a04773711dd9,5f01b0f3-6e1b-4876-ba07-1ba768f7a412,Education and training : Higher education : Teacher training
4b343848-d99b-4bf8-bd5a-d9dc8fbc5432,Universities,ed3671b5-d194-4ee3-9bbf-a04773711dd9,5f01b0f3-6e1b-4876-ba07-1ba768f7a412,Education and training : Higher education : Universities
ec992259-4034-4d20-9b22-96ae8c0afbd6,Schools,ed3671b5-d194-4ee3-9bbf-a04773711dd9,a038cecc-5f95-e211-a939-e4115bead28a,Education and training : Schools
b7a1db09-3e8a-4656-80ec-44049323525d,Special educational needs and disabilities,ed3671b5-d194-4ee3-9bbf-a04773711dd9,a038cecc-5f95-e211-a939-e4115bead28a,Education and training : Special educational needs and disabilities
82b5e360-715c-4104-ab07-03c83b3ceb4f,Consultancy,ed3671b5-d194-4ee3-9bbf-a04773711dd9,b7a1db09-3e8a-4656-80ec-44049323525d,Education and training : Special educational needs and disabilities : Consultancy
8cbf0675-452e-4d20-8479-cfdd2354b07b,"Curriculum, qualifications, assessment, inspection and quality assurance",ed3671b5-d194-4ee3-9bbf-a04773711dd9,b7a1db09-3e8a-4656-80ec-44049323525d,"Education and training : Special educational needs and disabilities : Curriculum, qualifications, assessment, inspection and quality assurance"
56f09b20-0019-4d15-91ef-6e60b5e0e31e,Early years and schools,ed3671b5-d194-4ee3-9bbf-a04773711dd9,b7a1db09-3e8a-4656-80ec-44049323525d,Education and training : Special educational needs and disabilities : Early years and schools
6b1230d3-bc71-42fa-9184-744b3b897c26,Educational technology equipment and supplies,ed3671b5-d194-4ee3-9bbf-a04773711dd9,b7a1db09-3e8a-4656-80ec-44049323525d,Education and training : Special educational needs and disabilities : Educational technology equipment and supplies
42b2c066-f34f-43c8-807f-38c3569e3e28,Higher education and technical and vocational education and training,ed3671b5-d194-4ee3-9bbf-a04773711dd9,b7a1db09-3e8a-4656-80ec-44049323525d,Education and training : Special educational needs and disabilities : Higher education and technical and vocational education and training
61ffebad-4207-441e-b2bf-cb63657b8921,Teacher training,ed3671b5-d194-4ee3-9bbf-a04773711dd9,b7a1db09-3e8a-4656-80ec-44049323525d,Education and training : Special educational needs and disabilities : Teacher training
a22fa8f8-abac-45ae-8de3-936977baaca8,Support services,ed3671b5-d194-4ee3-9bbf-a04773711dd9,a038cecc-5f95-e211-a939-e4115bead28a,Education and training : Support services
bf3aef97-3edc-4d09-845d-132e3921cae4,Construction,ed3671b5-d194-4ee3-9bbf-a04773711dd9,a22fa8f8-abac-45ae-8de3-936977baaca8,Education and training : Support services : Construction
